genes,MAPPED_genes,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000103507,BCKDK,1.47E-02,-1.41E-02,4.36E-02,3.563,1.002,3.17E-01,6.90E-01,-5.85185
ENSG00000231609,.,-3.49E-02,-1.03E-01,3.35E-02,4.54E-01,-1.002,3.17E-01,6.90E-01,-5.19906
ENSG00000175792,RUVBL1,1.32E-02,-1.27E-02,3.90E-02,4.152,1.002,3.17E-01,6.90E-01,-5.9722
ENSG00000015592,STMN4,2.63E-02,-2.53E-02,7.80E-02,6.263,1.002,3.17E-01,6.90E-01,-6.2469
ENSG00000110367,DDX6,-1.12E-02,-3.32E-02,1.08E-02,8.717,-1.002,3.17E-01,6.90E-01,-6.36192
ENSG00000164236,ANKRD33B,2.36E-02,-2.26E-02,6.98E-02,2.743,1.002,3.17E-01,6.90E-01,-5.68154
ENSG00000103811,CTSH,4.06E-02,-3.90E-02,1.20E-01,5.296,1.002,3.17E-01,6.90E-01,-6.14683
ENSG00000164073,MFSD8,-1.20E-02,-3.54E-02,1.15E-02,5.209,-1.001,3.17E-01,6.90E-01,-6.14261
ENSG00000176393,RNPEP,1.79E-02,-1.72E-02,5.30E-02,3.31,1.001,3.17E-01,6.90E-01,-5.80189
ENSG00000181031,RPH3AL,4.01E-02,-3.85E-02,1.19E-01,1.14,1.001,3.17E-01,6.90E-01,-5.32306
ENSG00000140941,MAP1LC3B,-1.41E-02,-4.18E-02,1.36E-02,6.36,-1.001,3.17E-01,6.90E-01,-6.25666
ENSG00000131165,CHMP1A,1.34E-02,-1.29E-02,3.97E-02,5.332,1.001,3.17E-01,6.90E-01,-6.15081
ENSG00000134201,GSTM5,-1.01E-01,-3.00E-01,9.73E-02,3.569,-1.001,3.17E-01,6.90E-01,-5.86516
ENSG00000156017,C9orf41,-1.29E-02,-3.83E-02,1.25E-02,5.556,-1.001,3.17E-01,6.90E-01,-6.18192
ENSG00000198718,FAM179B,-8.49E-03,-2.52E-02,8.18E-03,7.447,-1.001,3.17E-01,6.90E-01,-6.31772
ENSG00000065457,ADAT1,-1.50E-02,-4.44E-02,1.44E-02,4.645,-1.001,3.18E-01,6.90E-01,-6.05827
ENSG00000143977,SNRPG,-1.92E-02,-5.70E-02,1.85E-02,3.708,-1.001,3.18E-01,6.90E-01,-5.89397
ENSG00000148719,DNAJB12,-1.09E-02,-3.23E-02,1.05E-02,4.739,-1,3.18E-01,6.90E-01,-6.07028
ENSG00000101542,CDH20,1.41E-02,-1.36E-02,4.18E-02,5.395,1,3.18E-01,6.90E-01,-6.16371
ENSG00000172244,C5orf34,-2.44E-02,-7.22E-02,2.35E-02,2.271,-1,3.18E-01,6.90E-01,-5.57683
ENSG00000241111,.,3.24E-02,-3.13E-02,9.61E-02,9.02E-01,1,3.18E-01,6.90E-01,-5.28813
ENSG00000166889,PATL1,1.60E-02,-1.54E-02,4.73E-02,3.425,1,3.18E-01,6.90E-01,-5.82646
ENSG00000127586,CHTF18,2.69E-02,-2.60E-02,7.98E-02,1.883,1,3.18E-01,6.90E-01,-5.4899
ENSG00000234444,ZNF736,1.48E-02,-1.43E-02,4.39E-02,4.333,1.00E+00,3.18E-01,6.90E-01,-6.00912
ENSG00000062822,POLD1,2.34E-02,-2.25E-02,6.93E-02,2.046,1.00E+00,3.18E-01,6.90E-01,-5.52273
ENSG00000185760,KCNQ5,-1.50E-02,-4.46E-02,1.45E-02,7.135,-1.00E+00,3.18E-01,6.90E-01,-6.3036
ENSG00000130725,UBE2M,1.65E-02,-1.60E-02,4.90E-02,5.879,1.00E+00,3.18E-01,6.90E-01,-6.21092
ENSG00000009780,FAM76A,1.49E-02,-1.44E-02,4.43E-02,3.98,1.00E+00,3.18E-01,6.90E-01,-5.94761
ENSG00000182831,C16orf72,1.07E-02,-1.03E-02,3.17E-02,5.968,9.99E-01,3.18E-01,6.90E-01,-6.22709
ENSG00000158691,ZSCAN12,1.44E-02,-1.39E-02,4.26E-02,4.292,9.99E-01,3.18E-01,6.90E-01,-6.00343
ENSG00000122367,LDB3,-2.99E-02,-8.87E-02,2.89E-02,3.217,-9.99E-01,3.18E-01,6.90E-01,-5.79572
ENSG00000171174,RBKS,3.20E-02,-3.09E-02,9.49E-02,1.986,9.99E-01,3.18E-01,6.90E-01,-5.5128
ENSG00000237505,.,3.28E-02,-3.17E-02,9.74E-02,9.91E-01,9.99E-01,3.18E-01,6.90E-01,-5.30195
ENSG00000141506,PIK3R5,3.97E-02,-3.84E-02,1.18E-01,1.004,9.99E-01,3.18E-01,6.90E-01,-5.31545
ENSG00000171425,ZNF581,3.05E-02,-2.95E-02,9.06E-02,7.86E-01,9.99E-01,3.18E-01,6.90E-01,-5.26673
ENSG00000183955,SETD8,-1.31E-02,-3.87E-02,1.26E-02,4.641,-9.98E-01,3.19E-01,6.91E-01,-6.05868
ENSG00000172943,PHF8,-1.47E-02,-4.37E-02,1.42E-02,3.923,-9.98E-01,3.19E-01,6.91E-01,-5.92874
ENSG00000103227,LMF1,2.13E-02,-2.07E-02,6.34E-02,2.982,9.98E-01,3.19E-01,6.91E-01,-5.73139
ENSG00000156398,SFXN2,3.47E-02,-3.37E-02,1.03E-01,9.80E-01,9.98E-01,3.19E-01,6.91E-01,-5.29419
ENSG00000168348,INSM2,2.83E-02,-2.75E-02,8.41E-02,2.063,9.98E-01,3.19E-01,6.91E-01,-5.53301
ENSG00000154429,CCSAP,-1.26E-02,-3.75E-02,1.22E-02,7.875,-9.98E-01,3.19E-01,6.91E-01,-6.33884
ENSG00000116983,HPCAL4,1.54E-02,-1.49E-02,4.58E-02,8.852,9.98E-01,3.19E-01,6.91E-01,-6.36926
ENSG00000109065,NAT9,1.43E-02,-1.39E-02,4.26E-02,3.951,9.97E-01,3.19E-01,6.91E-01,-5.93748
ENSG00000214837,.,1.93E-02,-1.87E-02,5.73E-02,3.123,9.97E-01,3.19E-01,6.92E-01,-5.7601
ENSG00000101464,PIGU,-1.77E-02,-5.25E-02,1.72E-02,3.105,-9.97E-01,3.19E-01,6.92E-01,-5.76222
ENSG00000182378,PLCXD1,4.22E-02,-4.10E-02,1.25E-01,4.001,9.97E-01,3.19E-01,6.92E-01,-5.95639
ENSG00000261879,.,2.56E-02,-2.49E-02,7.60E-02,1.812,9.96E-01,3.20E-01,6.92E-01,-5.46446
ENSG00000168286,THAP11,-1.52E-02,-4.51E-02,1.48E-02,4.176,-9.96E-01,3.20E-01,6.92E-01,-5.9831
ENSG00000118473,SGIP1,-1.26E-02,-3.75E-02,1.23E-02,7.4,-9.96E-01,3.20E-01,6.92E-01,-6.32089
ENSG00000114204,SERPINI2,-4.09E-02,-1.22E-01,3.98E-02,7.67E-01,-9.96E-01,3.20E-01,6.92E-01,-5.26386
ENSG00000161267,BDH1,1.30E-02,-1.27E-02,3.87E-02,5.255,9.96E-01,3.20E-01,6.92E-01,-6.14929
ENSG00000158042,MRPL17,1.56E-02,-1.52E-02,4.63E-02,4.491,9.96E-01,3.20E-01,6.92E-01,-6.03842
ENSG00000163608,C3orf17,-9.55E-03,-2.84E-02,9.29E-03,6.011,-9.96E-01,3.20E-01,6.92E-01,-6.23461
ENSG00000184349,EFNA5,-1.41E-02,-4.19E-02,1.37E-02,5.179,-9.96E-01,3.20E-01,6.92E-01,-6.14166
ENSG00000162373,BEND5,2.29E-02,-2.23E-02,6.81E-02,4.105,9.95E-01,3.20E-01,6.92E-01,-5.97167
ENSG00000075223,SEMA3C,3.07E-02,-2.99E-02,9.12E-02,5.746,9.95E-01,3.20E-01,6.92E-01,-6.20705
ENSG00000148218,ALAD,-1.62E-02,-4.82E-02,1.58E-02,5.599,-9.95E-01,3.20E-01,6.92E-01,-6.19258
ENSG00000184916,JAG2,1.74E-02,-1.70E-02,5.17E-02,3.719,9.95E-01,3.20E-01,6.92E-01,-5.89325
ENSG00000136425,CIB2,3.31E-02,-3.23E-02,9.85E-02,2.01,9.95E-01,3.20E-01,6.92E-01,-5.52538
ENSG00000156928,MALSU1,-1.51E-02,-4.49E-02,1.47E-02,3.674,-9.95E-01,3.20E-01,6.92E-01,-5.88872
ENSG00000204261,.,-4.18E-02,-1.24E-01,4.07E-02,6.78E-01,-9.95E-01,3.20E-01,6.92E-01,-5.25537
ENSG00000197928,ZNF677,1.82E-02,-1.77E-02,5.41E-02,3.465,9.95E-01,3.20E-01,6.92E-01,-5.84295
ENSG00000260065,.,-4.84E-02,-1.44E-01,4.72E-02,2.987,-9.95E-01,3.20E-01,6.92E-01,-5.7327
ENSG00000117151,CTBS,-2.12E-02,-6.31E-02,2.07E-02,3.428,-9.95E-01,3.20E-01,6.92E-01,-5.84151
ENSG00000118260,CREB1,1.06E-02,-1.04E-02,3.16E-02,6.28,9.94E-01,3.21E-01,6.92E-01,-6.25935
ENSG00000147586,MRPS28,-1.67E-02,-4.96E-02,1.63E-02,4.58,-9.94E-01,3.21E-01,6.92E-01,-6.05657
ENSG00000184983,NDUFA6,-1.47E-02,-4.37E-02,1.43E-02,5.832,-9.94E-01,3.21E-01,6.92E-01,-6.2124
ENSG00000169429,IL8,-1.55E-01,-4.62E-01,1.52E-01,9.24E-01,-9.94E-01,3.21E-01,6.92E-01,-5.35097
ENSG00000132763,MMACHC,2.16E-02,-2.11E-02,6.43E-02,2.399,9.94E-01,3.21E-01,6.92E-01,-5.60682
ENSG00000182022,CHST15,-1.58E-02,-4.69E-02,1.54E-02,5.704,-9.94E-01,3.21E-01,6.92E-01,-6.20543
ENSG00000093072,CECR1,2.94E-02,-2.87E-02,8.75E-02,2.481,9.94E-01,3.21E-01,6.92E-01,-5.62743
ENSG00000164296,TIGD6,-2.28E-02,-6.80E-02,2.23E-02,2.728,-9.93E-01,3.21E-01,6.92E-01,-5.68493
ENSG00000162817,C1orf115,1.55E-02,-1.52E-02,4.62E-02,7.424,9.93E-01,3.21E-01,6.92E-01,-6.32026
ENSG00000101104,PABPC1L,-3.30E-02,-9.83E-02,3.23E-02,1.326,-9.93E-01,3.21E-01,6.92E-01,-5.36444
ENSG00000240498,CDKN2B-AS1,4.95E-02,-4.84E-02,1.47E-01,4.54E-01,9.93E-01,3.21E-01,6.92E-01,-5.21057
ENSG00000131187,F12,-3.16E-02,-9.42E-02,3.09E-02,1.355,-9.93E-01,3.21E-01,6.92E-01,-5.40304
ENSG00000163528,CHCHD4,1.74E-02,-1.70E-02,5.18E-02,3.467,9.93E-01,3.21E-01,6.92E-01,-5.85359
ENSG00000170791,CHCHD7,1.34E-02,-1.31E-02,3.99E-02,5.162,9.93E-01,3.21E-01,6.92E-01,-6.14256
ENSG00000253741,.,3.79E-02,-3.72E-02,1.13E-01,1.436,9.92E-01,3.21E-01,6.92E-01,-5.40011
ENSG00000120837,NFYB,-1.33E-02,-3.95E-02,1.30E-02,5.704,-9.92E-01,3.21E-01,6.92E-01,-6.20885
ENSG00000113946,CLDN16,4.47E-02,-4.38E-02,1.33E-01,5.03E-02,9.92E-01,3.22E-01,6.92E-01,-5.14685
ENSG00000142544,CTU1,3.07E-02,-3.01E-02,9.15E-02,1.264,9.92E-01,3.22E-01,6.92E-01,-5.39647
ENSG00000182004,SNRPE,-1.77E-02,-5.27E-02,1.73E-02,4.322,-9.92E-01,3.22E-01,6.92E-01,-6.01724
ENSG00000149100,EIF3M,-9.76E-03,-2.91E-02,9.57E-03,6.751,-9.92E-01,3.22E-01,6.92E-01,-6.29143
ENSG00000160336,ZNF761,1.95E-02,-1.91E-02,5.81E-02,4.069,9.92E-01,3.22E-01,6.92E-01,-5.96666
ENSG00000181035,SLC25A42,1.72E-02,-1.69E-02,5.12E-02,3.758,9.92E-01,3.22E-01,6.92E-01,-5.90176
ENSG00000156875,HIAT1,-1.05E-02,-3.13E-02,1.03E-02,6.349,-9.92E-01,3.22E-01,6.92E-01,-6.2631
ENSG00000259969,.,-2.04E-02,-6.09E-02,2.00E-02,3.532,-9.91E-01,3.22E-01,6.92E-01,-5.86082
ENSG00000162623,TYW3,1.64E-02,-1.61E-02,4.89E-02,5.288,9.91E-01,3.22E-01,6.92E-01,-6.16012
ENSG00000197381,ADARB1,-1.30E-02,-3.88E-02,1.28E-02,5.896,-9.91E-01,3.22E-01,6.92E-01,-6.22445
ENSG00000152223,EPG5,-1.04E-02,-3.09E-02,1.02E-02,6.471,-9.91E-01,3.22E-01,6.92E-01,-6.27415
ENSG00000198477,ZNF280B,1.38E-02,-1.36E-02,4.13E-02,3.929,9.91E-01,3.22E-01,6.92E-01,-5.94073
ENSG00000182118,FAM89A,3.67E-02,-3.60E-02,1.09E-01,2.77,9.91E-01,3.22E-01,6.92E-01,-5.70445
ENSG00000253716,.,4.40E-02,-4.32E-02,1.31E-01,1.143,9.91E-01,3.22E-01,6.92E-01,-5.34628
ENSG00000226430,USP17L7,8.97E-02,-8.81E-02,2.68E-01,3.11E-01,9.91E-01,3.22E-01,6.92E-01,-5.20289
ENSG00000105519,CAPS,-2.79E-02,-8.32E-02,2.74E-02,2.901,-9.91E-01,3.22E-01,6.92E-01,-5.72116
ENSG00000255004,.,-5.80E-02,-1.73E-01,5.70E-02,5.66E-01,-9.91E-01,3.22E-01,6.92E-01,-5.24019
ENSG00000241489,.,-4.28E-02,-1.28E-01,4.20E-02,1.82E-01,-9.91E-01,3.22E-01,6.92E-01,-5.16471
ENSG00000114125,RNF7,-1.23E-02,-3.67E-02,1.21E-02,4.773,-9.91E-01,3.22E-01,6.92E-01,-6.08952
ENSG00000168675,LDLRAD4,1.17E-02,-1.15E-02,3.50E-02,7.089,9.91E-01,3.22E-01,6.92E-01,-6.31209
ENSG00000143376,SNX27,-9.90E-03,-2.95E-02,9.73E-03,7.435,-9.91E-01,3.22E-01,6.92E-01,-6.32836
ENSG00000070808,CAMK2A,-2.23E-02,-6.66E-02,2.20E-02,1.03E+01,-9.91E-01,3.22E-01,6.92E-01,-6.40972
ENSG00000197465,GYPE,4.46E-02,-4.38E-02,1.33E-01,1.049,9.91E-01,3.22E-01,6.92E-01,-5.31672
ENSG00000149636,DSN1,-1.75E-02,-5.22E-02,1.72E-02,3.393,-9.91E-01,3.22E-01,6.92E-01,-5.83901
ENSG00000144061,NPHP1,2.05E-02,-2.02E-02,6.12E-02,4.126,9.91E-01,3.22E-01,6.92E-01,-5.9808
ENSG00000152782,PANK1,-1.51E-02,-4.50E-02,1.48E-02,3.957,-9.91E-01,3.22E-01,6.92E-01,-5.94941
ENSG00000145743,FBXL17,-1.13E-02,-3.36E-02,1.11E-02,7.339,-9.91E-01,3.22E-01,6.92E-01,-6.32357
ENSG00000088832,FKBP1A,1.99E-02,-1.95E-02,5.93E-02,5.831,9.90E-01,3.22E-01,6.92E-01,-6.21879
ENSG00000167972,ABCA3,-1.22E-02,-3.63E-02,1.20E-02,6.817,-9.90E-01,3.22E-01,6.92E-01,-6.29445
ENSG00000256596,.,-3.75E-02,-1.12E-01,3.68E-02,2.17E-01,-9.90E-01,3.23E-01,6.93E-01,-5.16792
ENSG00000214353,.,-3.34E-02,-9.96E-02,3.29E-02,1.923,-9.90E-01,3.23E-01,6.93E-01,-5.4956
ENSG00000136819,C9orf78,-1.21E-02,-3.60E-02,1.19E-02,5.617,-9.90E-01,3.23E-01,6.93E-01,-6.19925
ENSG00000135842,FAM129A,-3.89E-02,-1.16E-01,3.83E-02,2.57,-9.90E-01,3.23E-01,6.93E-01,-5.66747
ENSG00000256422,.,4.81E-02,-4.74E-02,1.44E-01,5.07E-01,9.90E-01,3.23E-01,6.93E-01,-5.25428
ENSG00000145687,SSBP2,1.10E-02,-1.08E-02,3.28E-02,7.05,9.90E-01,3.23E-01,6.93E-01,-6.31145
ENSG00000140057,AK7,3.02E-02,-2.98E-02,9.02E-02,1.685,9.90E-01,3.23E-01,6.93E-01,-5.46868
ENSG00000184319,.,-2.50E-02,-7.45E-02,2.46E-02,5.118,-9.90E-01,3.23E-01,6.93E-01,-6.13945
ENSG00000183011,LSMD1,-1.85E-02,-5.54E-02,1.83E-02,5.215,-9.89E-01,3.23E-01,6.93E-01,-6.14548
ENSG00000183473,SSTR3,-2.05E-02,-6.11E-02,2.02E-02,4.18,-9.89E-01,3.23E-01,6.93E-01,-5.98823
ENSG00000137075,RNF38,1.07E-02,-1.06E-02,3.21E-02,6.318,9.89E-01,3.23E-01,6.93E-01,-6.26686
ENSG00000168743,NPNT,3.23E-02,-3.18E-02,9.64E-02,2.72,9.89E-01,3.23E-01,6.93E-01,-5.68818
ENSG00000185825,BCAP31,-1.27E-02,-3.78E-02,1.25E-02,6.403,-9.89E-01,3.23E-01,6.93E-01,-6.26735
ENSG00000089177,KIF16B,1.41E-02,-1.39E-02,4.21E-02,5.41,9.89E-01,3.23E-01,6.93E-01,-6.17979
ENSG00000156026,MCU,-1.42E-02,-4.25E-02,1.41E-02,4.255,-9.88E-01,3.24E-01,6.93E-01,-6.0072
ENSG00000258441,LINC00641,1.47E-02,-1.46E-02,4.40E-02,6.875,9.88E-01,3.24E-01,6.93E-01,-6.30322
ENSG00000164440,TXLNB,2.77E-02,-2.74E-02,8.28E-02,2.43,9.88E-01,3.24E-01,6.93E-01,-5.62481
ENSG00000130066,SAT1,2.37E-02,-2.34E-02,7.09E-02,6.486,9.88E-01,3.24E-01,6.93E-01,-6.27785
ENSG00000103222,ABCC1,1.52E-02,-1.50E-02,4.54E-02,3.9,9.88E-01,3.24E-01,6.93E-01,-5.93217
ENSG00000102302,FGD1,-1.49E-02,-4.45E-02,1.47E-02,3.232,-9.88E-01,3.24E-01,6.93E-01,-5.79345
ENSG00000108387,Sept-04,-1.91E-02,-5.71E-02,1.89E-02,7.72,-9.88E-01,3.24E-01,6.93E-01,-6.34215
ENSG00000186854,TRABD2A,2.82E-02,-2.79E-02,8.43E-02,3.362,9.87E-01,3.24E-01,6.94E-01,-5.82862
ENSG00000163684,RPP14,2.94E-02,-2.91E-02,8.78E-02,9.50E-01,9.87E-01,3.24E-01,6.94E-01,-5.31748
ENSG00000173890,GPR160,3.44E-02,-3.40E-02,1.03E-01,1.609,9.87E-01,3.24E-01,6.94E-01,-5.44471
ENSG00000129355,CDKN2D,1.40E-02,-1.39E-02,4.18E-02,5.309,9.87E-01,3.24E-01,6.94E-01,-6.15936
ENSG00000151779,NBAS,-9.19E-03,-2.75E-02,9.10E-03,7.762,-9.87E-01,3.24E-01,6.94E-01,-6.3443
ENSG00000084444,KIAA1467,1.37E-02,-1.36E-02,4.10E-02,7.224,9.87E-01,3.24E-01,6.94E-01,-6.31961
ENSG00000105723,GSK3A,-1.65E-02,-4.93E-02,1.63E-02,4.203,-9.87E-01,3.24E-01,6.94E-01,-5.99582
ENSG00000167536,DHRS13,2.80E-02,-2.77E-02,8.37E-02,1.429,9.87E-01,3.24E-01,6.94E-01,-5.41622
ENSG00000215271,HOMEZ,2.60E-02,-2.58E-02,7.79E-02,1.561,9.87E-01,3.24E-01,6.94E-01,-5.42509
ENSG00000148362,C9orf142,-1.96E-02,-5.86E-02,1.94E-02,3.528,-9.86E-01,3.24E-01,6.94E-01,-5.8651
ENSG00000198521,ZNF43,-1.61E-02,-4.82E-02,1.60E-02,5.133,-9.86E-01,3.24E-01,6.94E-01,-6.14903
ENSG00000237166,.,4.68E-02,-4.64E-02,1.40E-01,1.517,9.86E-01,3.25E-01,6.94E-01,-5.44945
ENSG00000260708,.,-4.56E-02,-1.36E-01,4.52E-02,7.92E-01,-9.86E-01,3.25E-01,6.94E-01,-5.30713
ENSG00000135723,FHOD1,2.63E-02,-2.61E-02,7.88E-02,1.731,9.86E-01,3.25E-01,6.94E-01,-5.46193
ENSG00000231389,HLA-DPA1,4.04E-02,-4.01E-02,1.21E-01,4.055,9.86E-01,3.25E-01,6.94E-01,-5.97837
ENSG00000066855,MTFR1,1.65E-02,-1.64E-02,4.94E-02,3.216,9.86E-01,3.25E-01,6.94E-01,-5.80135
ENSG00000130244,FAM98C,-1.57E-02,-4.71E-02,1.56E-02,4.042,-9.86E-01,3.25E-01,6.94E-01,-5.97015
ENSG00000142611,PRDM16,-3.55E-02,-1.06E-01,3.52E-02,2.746,-9.86E-01,3.25E-01,6.94E-01,-5.69398
ENSG00000196678,ERI2,1.49E-02,-1.48E-02,4.47E-02,4.089,9.86E-01,3.25E-01,6.94E-01,-5.98242
ENSG00000197892,KIF13B,-1.40E-02,-4.19E-02,1.39E-02,5.885,-9.86E-01,3.25E-01,6.94E-01,-6.23116
ENSG00000155367,PPM1J,2.80E-02,-2.78E-02,8.38E-02,1.911,9.86E-01,3.25E-01,6.94E-01,-5.52575
ENSG00000230513,THAP7-AS1,-4.39E-02,-1.32E-01,4.37E-02,3.88E-01,-9.85E-01,3.25E-01,6.94E-01,-5.20439
ENSG00000120251,GRIA2,-9.19E-03,-2.75E-02,9.14E-03,9.934,-9.85E-01,3.25E-01,6.94E-01,-6.40793
ENSG00000005243,COPZ2,-3.66E-02,-1.10E-01,3.64E-02,7.14E-01,-9.85E-01,3.25E-01,6.94E-01,-5.26764
ENSG00000232442,.,3.76E-02,-3.74E-02,1.13E-01,9.68E-01,9.85E-01,3.25E-01,6.94E-01,-5.31447
ENSG00000085662,AKR1B1,1.47E-02,-1.47E-02,4.41E-02,5.354,9.85E-01,3.25E-01,6.94E-01,-6.16969
ENSG00000147123,NDUFB11,1.85E-02,-1.84E-02,5.54E-02,4.809,9.84E-01,3.25E-01,6.94E-01,-6.09278
ENSG00000145912,NHP2,-1.75E-02,-5.23E-02,1.74E-02,4.384,-9.84E-01,3.25E-01,6.94E-01,-6.03158
ENSG00000131386,GALNTL2,2.88E-02,-2.87E-02,8.63E-02,5.51,9.84E-01,3.25E-01,6.94E-01,-6.19322
ENSG00000106636,YKT6,1.25E-02,-1.25E-02,3.76E-02,5.431,9.84E-01,3.25E-01,6.94E-01,-6.18413
ENSG00000162413,KLHL21,-1.53E-02,-4.60E-02,1.53E-02,5.756,-9.84E-01,3.26E-01,6.94E-01,-6.2176
ENSG00000141298,SSH2,1.27E-02,-1.26E-02,3.79E-02,5.708,9.84E-01,3.26E-01,6.94E-01,-6.21542
ENSG00000204802,.,4.05E-02,-4.04E-02,1.21E-01,5.58E-01,9.84E-01,3.26E-01,6.95E-01,-5.23156
ENSG00000223963,PRKRIRP8,-4.22E-02,-1.26E-01,4.21E-02,4.92E-01,-9.84E-01,3.26E-01,6.95E-01,-5.22511
ENSG00000167635,ZNF146,-1.06E-02,-3.17E-02,1.06E-02,6.467,-9.84E-01,3.26E-01,6.95E-01,-6.28399
ENSG00000160685,ZBTB7B,2.22E-02,-2.22E-02,6.66E-02,3.434,9.83E-01,3.26E-01,6.95E-01,-5.84964
ENSG00000135622,SEMA4F,-1.51E-02,-4.52E-02,1.50E-02,4.672,-9.83E-01,3.26E-01,6.95E-01,-6.07658
ENSG00000078070,MCCC1,-1.10E-02,-3.30E-02,1.10E-02,5.574,-9.83E-01,3.26E-01,6.95E-01,-6.19992
ENSG00000135040,NAA35,-1.05E-02,-3.14E-02,1.05E-02,5.562,-9.83E-01,3.26E-01,6.95E-01,-6.20127
ENSG00000136048,DRAM1,2.88E-02,-2.87E-02,8.62E-02,1.449,9.83E-01,3.26E-01,6.95E-01,-5.41163
ENSG00000167968,DNASE1L2,4.41E-02,-4.40E-02,1.32E-01,1.35E-01,9.83E-01,3.26E-01,6.95E-01,-5.17543
ENSG00000248469,.,-5.51E-02,-1.65E-01,5.51E-02,1.192,-9.83E-01,3.26E-01,6.95E-01,-5.35821
ENSG00000105576,TNPO2,-9.65E-03,-2.89E-02,9.64E-03,7.292,-9.83E-01,3.26E-01,6.95E-01,-6.32784
ENSG00000253771,TPTE2P1,-4.55E-02,-1.36E-01,4.55E-02,1.488,-9.82E-01,3.26E-01,6.95E-01,-5.41691
ENSG00000267163,.,-4.24E-02,-1.27E-01,4.24E-02,8.73E-02,-9.82E-01,3.27E-01,6.95E-01,-5.15503
ENSG00000187244,BCAM,-2.80E-02,-8.40E-02,2.80E-02,2.111,-9.82E-01,3.27E-01,6.95E-01,-5.56054
ENSG00000158793,NIT1,-1.41E-02,-4.24E-02,1.42E-02,3.768,-9.81E-01,3.27E-01,6.96E-01,-5.91435
ENSG00000106723,SPIN1,8.36E-03,-8.38E-03,2.51E-02,8.292,9.81E-01,3.27E-01,6.96E-01,-6.36823
ENSG00000135482,ZC3H10,-1.76E-02,-5.29E-02,1.77E-02,2.493,-9.81E-01,3.27E-01,6.96E-01,-5.64261
ENSG00000162600,OMA1,3.43E-02,-3.44E-02,1.03E-01,4.965,9.81E-01,3.27E-01,6.96E-01,-6.12658
ENSG00000234383,.,-3.96E-02,-1.19E-01,3.96E-02,3.75E-01,-9.81E-01,3.27E-01,6.96E-01,-5.19852
ENSG00000157796,WDR19,-1.26E-02,-3.77E-02,1.26E-02,5.77,-9.81E-01,3.27E-01,6.96E-01,-6.22482
ENSG00000130813,C19orf66,1.69E-02,-1.69E-02,5.06E-02,4.136,9.81E-01,3.27E-01,6.96E-01,-5.99136
ENSG00000172831,CES2,1.37E-02,-1.37E-02,4.12E-02,4.556,9.81E-01,3.27E-01,6.96E-01,-6.0637
ENSG00000164733,CTSB,-1.45E-02,-4.36E-02,1.46E-02,7.839,-9.80E-01,3.27E-01,6.96E-01,-6.35288
ENSG00000116852,KIF21B,1.98E-02,-1.98E-02,5.93E-02,5.909,9.80E-01,3.27E-01,6.96E-01,-6.22864
ENSG00000101203,COL20A1,-4.05E-02,-1.22E-01,4.07E-02,1.981,-9.80E-01,3.27E-01,6.96E-01,-5.53275
ENSG00000198898,CAPZA2,-1.14E-02,-3.42E-02,1.14E-02,7.994,-9.80E-01,3.27E-01,6.96E-01,-6.35847
ENSG00000198833,UBE2J1,-1.18E-02,-3.55E-02,1.19E-02,5.706,-9.80E-01,3.28E-01,6.96E-01,-6.22088
ENSG00000132466,ANKRD17,-8.23E-03,-2.47E-02,8.27E-03,8.105,-9.80E-01,3.28E-01,6.96E-01,-6.36382
ENSG00000167971,CASKIN1,-1.55E-02,-4.67E-02,1.56E-02,5.557,-9.80E-01,3.28E-01,6.96E-01,-6.19443
ENSG00000135127,CCDC64,1.52E-02,-1.53E-02,4.57E-02,4.511,9.80E-01,3.28E-01,6.96E-01,-6.05146
ENSG00000125630,POLR1B,-1.43E-02,-4.29E-02,1.43E-02,4.521,-9.80E-01,3.28E-01,6.96E-01,-6.05929
ENSG00000183876,ARSI,-5.07E-02,-1.53E-01,5.11E-02,4.19E-01,-9.79E-01,3.28E-01,6.97E-01,-5.22243
ENSG00000164430,MB21D1,-4.15E-02,-1.25E-01,4.18E-02,1.17,-9.78E-01,3.28E-01,6.97E-01,-5.36213
ENSG00000110697,PITPNM1,1.57E-02,-1.58E-02,4.73E-02,5.445,9.78E-01,3.29E-01,6.98E-01,-6.18263
ENSG00000152270,PDE3B,1.39E-02,-1.40E-02,4.18E-02,5.306,9.78E-01,3.29E-01,6.98E-01,-6.17748
ENSG00000150477,KIAA1328,1.49E-02,-1.50E-02,4.48E-02,5.875,9.78E-01,3.29E-01,6.98E-01,-6.23613
ENSG00000170873,MTSS1,1.31E-02,-1.32E-02,3.93E-02,5.562,9.78E-01,3.29E-01,6.98E-01,-6.20662
ENSG00000105647,PIK3R2,-4.44E-02,-1.34E-01,4.48E-02,3.19E-01,-9.78E-01,3.29E-01,6.98E-01,-5.20933
ENSG00000215375,MYL5,-2.70E-02,-8.13E-02,2.73E-02,2.343,-9.78E-01,3.29E-01,6.98E-01,-5.62167
ENSG00000120253,NUP43,-1.54E-02,-4.64E-02,1.56E-02,4.536,-9.77E-01,3.29E-01,6.98E-01,-6.06686
ENSG00000012983,MAP4K5,1.09E-02,-1.10E-02,3.28E-02,6.37,9.77E-01,3.29E-01,6.98E-01,-6.28241
